NF tag, NF instance ID, NF service ID, NF assigned core, RX total,RX total dropped, TX total, TX total dropped, NF sent out, NF sent to NF,NF dropped, NF next, NF tx buffered, NF tx buffered, NF tx returned
client, 2, 2, 4, 300, 0, 0, 0, 0, 300, 300, 0, 0, 300
