NF tag, NF instance ID, NF service ID, NF assigned core, RX total,RX total dropped, TX total, TX total dropped, NF sent out, NF sent to NF,NF dropped, NF next, NF tx buffered, NF tx buffered, NF tx returned
http_server, 1, 1, 3, 45, 0, 0, 0, 0, 45, 45, 0, 0, 45
